#OG_name	Cru.fasta	Ath.fasta	Aar.fasta	Chi.fasta	Tar.fasta
OG_1	Carub.0007s2402.1.p Carub.0007s2467.1.p	AT4G17390.1 AT4G16720.1	Aa31LG6G130 Aa31LG9G12170 Aa31LG2G12900	CARHR223250.1 CARHR224000.1	gene-TAV2_LOCUS9490 gene-TAV2_LOCUS23435
OG_13883	Carub.0003s2244.1.p	AT3G22270.1		CARHR098170.1	gene-TAV2_LOCUS11308
OG_13884	Carub.0003s2243.1.p	AT3G22260.4	Aa31LG8G8840	CARHR098160.1	gene-TAV2_LOCUS11307
OG_13885	Carub.0003s1257.1.p	AT3G13220.1	Aa31LG8G420	CARHR087810.1	gene-TAV2_LOCUS11439
OG_13886	Carub.0003s2996.1.p	AT2G16270.1	Aa31LG8G13660	CARHR106490.1	
OG_13887	Carub.0003s1130.1.p	AT3G11964.2	Aa31sc238G10	CARHR086520.1	gene-TAV2_LOCUS9045
OG_13888	Carub.0003s2515.1.p	AT3G24760.2	Aa31LG8G11920	CARHR101120.1	
OG_13889	Carub.0003s0368.1.p	AT3G04520.1	Aa31LG5G14960	CARHR078710.1	gene-TAV2_LOCUS11498
OG_13890	Carub.0003s1117.1.p	AT3G11820.1	Aa31LG3G5300	CARHR086370.1	gene-TAV2_LOCUS9432
OG_13891	Carub.0003s1417.1.p	AT3G14440.1	Aa31LG8G1710	CARHR089320.1	
OG_13892	Carub.0002s2529.1.p	AT1G78390.1	Aa31LG4G2560 Aa31LG10G1630	CARHR071900.1	gene-TAV2_LOCUS18391
OG_13893	Carub.0003s1979.1.p	AT3G19895.1	Aa31LG8G6750	CARHR095420.1	gene-TAV2_LOCUS11087
OG_13894	Carub.0003s0671.1.p	AT3G07195.2	Aa31LG5G17760	CARHR081840.1	gene-TAV2_LOCUS8998
OG_13895	Carub.0003s2787.1.p	AT2G13290.1	Aa31sc61G90	CARHR105120.1	
OG_13896	Carub.0003s1958.1.p	AT3G19700.1	Aa31LG8G6500	CARHR095180.1	gene-TAV2_LOCUS10344
OG_13897	Carub.0003s2249.1.p	AT3G22320.1	Aa31LG8G8890	CARHR098220.1	gene-TAV2_LOCUS10145
OG_13898	Carub.0003s0945.1.p	AT3G10270.2	Aa31LG3G2850	CARHR084750.1	gene-TAV2_LOCUS9642
OG_13899	Carub.0003s0278.1.p	AT3G03620.2	Aa31LG5G14130	CARHR077670.1	gene-TAV2_LOCUS9587
OG_13900	Carub.0003s3186.1.p	AT2G17730.2		CARHR108050.1	gene-TAV2_LOCUS11808
OG_13901	Carub.0003s1146.1.p	AT3G12120.2	Aa31LG3G6290	CARHR086680.1	
OG_13902	Carub.0003s3026.1.p	AT1G80290.2	Aa31LG4G570	CARHR074200.1	
OG_13903	Carub.0003s2821.1.p	AT2G13800.3 AT2G13790.1		CARHR104720.1	gene-TAV2_LOCUS8790
OG_13904	Carub.0003s2991.1.p	AT2G16230.1	Aa31LG8G13610	CARHR106460.1	gene-TAV2_LOCUS11672
OG_13905	Carub.0003s1732.1.p	AT3G17609.2	Aa31LG8G4480	CARHR092920.1	gene-TAV2_LOCUS8933
OG_13906	Carub.0003s0379.1.p	AT3G04630.3	Aa31LG5G15050	CARHR078840.1	gene-TAV2_LOCUS11113
OG_13907	Carub.0003s2055.1.p	AT3G20570.1	Aa31LG8G7380	CARHR096360.1	gene-TAV2_LOCUS10493
OG_13908	Carub.0003s1911.1.p	AT3G19280.1		CARHR094680.1	
OG_13909	Carub.0003s2306.1.p	AT3G22930.1		CARHR098870.1	gene-TAV2_LOCUS7264 gene-TAV2_LOCUS11409
OG_13910	Carub.0003s1539.1.p	AT1G52710.1	Aa31LG10G2330	CARHR090730.1	gene-TAV2_LOCUS11326
OG_13911		AT1G80230.1	Aa31LG4G520	CARHR074260.1	
OG_13912	Carub.0003s2501.1.p		Aa31LG9G4510	CARHR100920.1	gene-TAV2_LOCUS10461
OG_13913	Carub.0003s2150.1.p	AT3G21470.1			
OG_13914	Carub.0003s1838.1.p	AT3G18600.1	Aa31LG8G5460	CARHR093970.1 CARHR093980.1	gene-TAV2_LOCUS11015
OG_13915	Carub.0003s1161.1.p	AT3G12250.4	Aa31LG3G6470	CARHR086800.1	gene-TAV2_LOCUS11558
OG_13916	Carub.0003s1806.1.p		Aa31LG8G5140	CARHR093630.1	
OG_13917	Carub.0003s0706.1.p	AT3G07520.1		CARHR082170.1	
OG_13918	Carub.0003s1690.1.p Carub.0003s1689.1.p	AT3G17152.1	Aa31LG8G4150	CARHR092410.1 CARHR092420.1	gene-TAV2_LOCUS11734 gene-TAV2_LOCUS11742
OG_13919	Carub.0003s0194.1.p	AT3G02840.1	Aa31LG5G13310	CARHR076850.1	
OG_13920	Carub.0003s0156.1.p Carub.0003s0155.1.p Carub.0006s1414.1.p	AT3G02460.1	Aa31LG11G13650 Aa31LG5G12960	CARHR197360.1 CARHR076430.1 CARHR076440.1	gene-TAV2_LOCUS11168
OG_13921	Carub.0003s3018.1.p	AT2G16405.1	Aa31LG8G13770	CARHR106660.1	gene-TAV2_LOCUS9009
OG_13922	Carub.0003s2565.1.p	AT3G25250.1	Aa31sc18G170	CARHR101610.1	gene-TAV2_LOCUS9523
OG_13923	Carub.0003s1917.1.p	AT3G19340.1	Aa31LG5G11200	CARHR074900.1	gene-TAV2_LOCUS10550
OG_13924	Carub.0003s0905.1.p	AT3G09940.1	Aa31LG3G2440 Aa31LG3G2450		gene-TAV2_LOCUS10015
OG_13925	Carub.0003s2307.1.p	AT3G22942.1	Aa31LG8G9440	CARHR098880.1	gene-TAV2_LOCUS11413
OG_13926	Carub.0003s3410.1.p	AT2G19830.2			
OG_13927	Carub.0003s0355.1.p	AT3G04340.1	Aa31LG5G14810	CARHR078520.1	gene-TAV2_LOCUS10359
OG_13928	Carub.0003s1460.1.p	AT3G14940.1	Aa31LG8G2140	CARHR089880.1	gene-TAV2_LOCUS10825
OG_13929	Carub.0003s2541.1.p		Aa31LG10G9420 Aa31LG10G9430 Aa31LG1G29070 Aa31LG10G9460 Aa31LG1G29080 Aa31LG10G9410 Aa31sc1998G10 Aa31LG1G29060 Aa31sc1796G10 Aa31LG3G17130 Aa31LG3G17160	CARHR101390.1 CARHR101380.1 CARHR292100.1 CARHR101350.1	gene-TAV2_LOCUS8973 gene-TAV2_LOCUS10136 gene-TAV2_LOCUS10837 gene-TAV2_LOCUS5578 gene-TAV2_LOCUS8974 gene-TAV2_LOCUS10839
OG_13930	Carub.0003s1598.1.p	AT3G16230.1	Aa31LG8G3360	CARHR091420.1	gene-TAV2_LOCUS11055
OG_13931	Carub.0003s1597.1.p	AT3G16220.1		CARHR091410.1	
OG_13932	Carub.0003s1409.1.p	AT3G14380.1	Aa31LG8G1640	CARHR089400.1	gene-TAV2_LOCUS9244
OG_13933	Carub.0003s1000.1.p	AT3G10770.1	Aa31LG3G3700	CARHR085340.1	gene-TAV2_LOCUS9576
OG_13934	Carub.0003s0525.1.p	AT3G05880.1		CARHR080340.1	
OG_13935	Carub.0003s1473.1.p Carub.0003s1472.1.p	AT3G15090.1 AT3G15080.1	Aa31LG8G2290 Aa31LG8G2300	CARHR090040.1 CARHR090050.1	gene-TAV2_LOCUS11051
OG_13936	Carub.0003s1654.1.p	AT3G16830.1	Aa31LG8G3890	CARHR092090.1	gene-TAV2_LOCUS11353
OG_13937	Carub.0003s3247.1.p	AT2G18300.3	Aa31LG8G15720	CARHR108890.1	
OG_13938	Carub.0003s0886.1.p	AT3G09770.1	Aa31LG3G2230	CARHR084210.1	gene-TAV2_LOCUS9222
OG_13939	Carub.0003s0262.1.p	AT3G03480.1	Aa31LG5G13990 Aa31LG5G14000	CARHR077500.1	gene-TAV2_LOCUS9187
OG_13940	Carub.0003s0735.1.p	AT3G07770.3	Aa31LG5G18340	CARHR082480.1	
OG_13941	Carub.0003s2255.1.p	AT3G22400.1	Aa31LG8G8930	CARHR098290.1	gene-TAV2_LOCUS10140
OG_13942	Carub.0003s1351.1.p	AT3G13940.1	Aa31LG8G1130	CARHR088750.1	gene-TAV2_LOCUS22156 gene-TAV2_LOCUS11313
OG_13943	Carub.0003s2465.1.p	AT3G24315.1	Aa31LG8G11040 Aa31LG8G9420	CARHR100410.1	gene-TAV2_LOCUS9297
OG_13944	Carub.0003s3546.1.p	AT2G20830.2	Aa31LG8G17650 Aa31LG9G15650	CARHR053830.1 CARHR111540.1	gene-TAV2_LOCUS9091
OG_13945	Carub.0003s0709.1.p	AT3G07540.1	Aa31LG5G18070	CARHR082210.1	gene-TAV2_LOCUS10271
OG_13946	Carub.0003s3240.1.p	AT2G18230.1	Aa31sc61G20	CARHR108760.1	gene-TAV2_LOCUS10104
OG_13947	Carub.0003s2508.1.p	AT3G24670.1	Aa31LG8G11840	CARHR101010.1	gene-TAV2_LOCUS8802
OG_13948	Carub.0003s0861.1.p	AT3G09520.1	Aa31LG3G1980	CARHR083910.1	gene-TAV2_LOCUS10556
OG_13949	Carub.0008s0884.1.p Carub.0003s0645.1.p	AT3G06930.2 AT5G49020.1	Aa31LG5G17500	CARHR286220.1 CARHR081540.1	gene-TAV2_LOCUS9619 gene-TAV2_LOCUS5606
OG_13950	Carub.0003s1432.1.p	AT3G14610.1		CARHR089590.1	gene-TAV2_LOCUS10387
OG_13951	Carub.0003s0549.1.p Carub.0003s0550.1.p	AT3G06060.2 AT3G06050.1	Aa31LG5G16540 Aa31LG5G16550	CARHR080550.1 CARHR080570.1	gene-TAV2_LOCUS11792
OG_13952	Carub.0003s2153.1.p	AT3G21490.1	Aa31LG8G8170	CARHR097430.1	gene-TAV2_LOCUS11116
OG_13953	Carub.0003s3504.1.p	AT2G20562.1		CARHR111130.1	gene-TAV2_LOCUS11386
OG_13954	Carub.0003s0733.1.p	AT3G07750.2	Aa31LG5G18320	CARHR082460.1	gene-TAV2_LOCUS9482
OG_13955	Carub.0003s3244.1.p	AT2G18260.1	Aa31LG8G15750	CARHR108860.1	
OG_13956	Carub.0003s0215.1.p	AT3G03000.1	Aa31LG5G13510	CARHR077020.1	gene-TAV2_LOCUS10779
OG_13957	Carub.0003s2522.1.p	AT3G24810.1	Aa31LG9G4710	CARHR101160.1	gene-TAV2_LOCUS11211
OG_13958	Carub.0003s2764.1.p	AT5G09610.1		CARHR203770.1	gene-TAV2_LOCUS20616
OG_13959	Carub.0003s2731.1.p	AT2G06850.1	Aa31LG8G11680	CARHR103890.1	gene-TAV2_LOCUS11704
OG_13960	Carub.0003s2260.1.p	AT3G22425.2	Aa31LG8G8990	CARHR098330.1	
OG_13961	Carub.0003s3050.1.p Carub.0003s3048.1.p			CARHR106960.1	gene-TAV2_LOCUS11293
OG_13962	Carub.0003s3299.1.p	AT2G18710.1	Aa31LG8G15840	CARHR109300.1	gene-TAV2_LOCUS9659
OG_13963	Carub.0003s2572.1.p	AT3G25410.1	Aa31sc38G130	CARHR101710.1	gene-TAV2_LOCUS11197
OG_13964	Carub.0003s2342.1.p	AT3G23190.1	Aa31LG8G9690	CARHR099140.1	gene-TAV2_LOCUS9616
OG_13965	Carub.0003s1759.1.p	AT3G17880.1	Aa31LG8G4750	CARHR093220.1	gene-TAV2_LOCUS8762
OG_13966	Carub.0003s1757.1.p	AT3G17860.1	Aa31LG8G4750	CARHR093210.1	gene-TAV2_LOCUS8765
OG_13967	Carub.0003s1591.1.p	AT3G16170.1	Aa31LG8G3300	CARHR091330.1	gene-TAV2_LOCUS9856
OG_13968	Carub.0003s0394.1.p	AT3G04770.1	Aa31LG7G2180 Aa31LG4G2720	CARHR065280.1 CARHR079020.1	gene-TAV2_LOCUS12839 gene-TAV2_LOCUS15625 gene-TAV2_LOCUS15886
OG_13969	Carub.0003s2195.1.p	AT3G21880.2	Aa31LG8G8440	CARHR097840.1	gene-TAV2_LOCUS11688
OG_13970	Carub.0003s1240.1.p Carub.0003s1239.1.p	AT3G13065.1 AT3G13062.2	Aa31LG8G290	CARHR087640.1 CARHR087630.1	gene-TAV2_LOCUS10294
OG_13971	Carub.0003s2160.1.p	AT3G21560.1	Aa31LG8G8230	CARHR097510.1	
OG_13972	Carub.0003s1529.1.p	AT3G15540.1	Aa31LG8G2780	CARHR090620.1	gene-TAV2_LOCUS10543
OG_13973	Carub.0003s2934.1.p	AT2G15570.2	Aa31LG8G13260	CARHR105840.1	gene-TAV2_LOCUS9206
OG_13974	Carub.0003s1321.1.p	AT3G13690.1	Aa31LG8G880	CARHR088430.1	gene-TAV2_LOCUS9376
OG_13975	Carub.0003s0808.1.p	AT3G08950.1	Aa31LG5G18910	CARHR083290.1	gene-TAV2_LOCUS10086
OG_13976	Carub.0003s0324.1.p	AT3G03990.1	Aa31LG5G14570	CARHR078130.1	gene-TAV2_LOCUS9879
OG_13977	Carub.0003s0284.1.p	AT3G03680.1	Aa31LG5G14190	CARHR077740.1	
OG_13978	Carub.0003s3464.1.p Carub.0003s3465.1.p	AT2G20300.1 AT2G20310.1	Aa31LG8G17280 Aa31LG8G17290	CARHR110790.1 CARHR110800.1	gene-TAV2_LOCUS9438
OG_13979	Carub.0003s0057.1.p	AT3G01513.1	Aa31LG5G10630	CARHR075430.1	
OG_13980	Carub.0003s0231.1.p	AT3G03160.1	Aa31LG5G13640	CARHR077180.1	gene-TAV2_LOCUS9951
OG_13981	Carub.0003s2321.1.p	AT3G23050.1	Aa31LG8G9530	CARHR098970.1	gene-TAV2_LOCUS11218
OG_13982	Carub.0003s2063.1.p	AT3G20650.1	Aa31LG10G3370	CARHR096460.1	gene-TAV2_LOCUS10917
OG_13983	Carub.0003s0030.1.p	AT3G01760.1 AT1G61270.1	Aa31LG5G10890	CARHR160450.1	gene-TAV2_LOCUS11335
OG_13984	Carub.0003s2395.1.p	AT3G29410.1		CARHR203560.1	gene-TAV2_LOCUS10381
OG_13985	Carub.0003s1422.1.p Carub.0003s1424.1.p	AT3G14510.1 AT3G32040.1 AT3G14550.2 AT3G14530.1 AT3G29430.1	Aa31LG8G1750	CARHR089250.1	gene-TAV2_LOCUS10380
OG_13986	Carub.0003s1055.1.p	AT3G11240.1	Aa31LG3G4550	CARHR085800.1	gene-TAV2_LOCUS9860
OG_13987	Carub.0003s1895.1.p	AT3G19100.1	Aa31LG8G5900	CARHR094530.1	gene-TAV2_LOCUS10790
OG_13988	Carub.0003s3420.1.p	AT2G19950.2	Aa31LG8G16840	CARHR266410.1 CARHR110390.1	gene-TAV2_LOCUS11755
OG_13989	Carub.0008s1929.1.p	AT5G58670.1		CARHR272580.1	gene-TAV2_LOCUS21046
OG_13990	Carub.0003s0069.1.p Carub.0008s1930.1.p	AT3G01400.1 AT5G58680.1		CARHR075570.1 CARHR272590.1	
OG_13991	Carub.0003s2647.1.p	AT2G04860.1	Aa31LG2G14680	CARHR102870.1	
OG_13992	Carub.0003s1997.1.p	AT3G20050.1	Aa31LG8G6840	CARHR095580.1	gene-TAV2_LOCUS10250
OG_13993	Carub.0003s2670.1.p	AT2G04395.1 AT2G05210.2	Aa31LG5G17260	CARHR103050.1	
OG_13994	Carub.0003s0017.1.p	AT3G01910.1	Aa31LG5G11030	CARHR075040.1	gene-TAV2_LOCUS9405
OG_13995	Carub.0003s0669.1.p	AT3G07170.1	Aa31LG5G17730 Aa31LG5G17750	CARHR081810.1	gene-TAV2_LOCUS11282
OG_13996	Carub.0003s0816.1.p Carub.0003s0815.1.p	AT3G09030.1 AT3G09020.1	Aa31LG3G1560	CARHR083370.1 CARHR083360.1	gene-TAV2_LOCUS9705
OG_13997	Carub.0003s0331.1.p	AT3G04070.1	Aa31LG5G14630	CARHR078200.1	gene-TAV2_LOCUS9603
OG_13998	Carub.0006s0661.1.p Carub.0003s0947.1.p	AT5G07630.1	Aa31LG3G18790	CARHR205520.1 CARHR084780.1	gene-TAV2_LOCUS21590
OG_13999	Carub.0003s1556.1.p	AT3G15820.1	Aa31LG8G3020	CARHR090910.1	gene-TAV2_LOCUS10154
OG_14000	Carub.0003s0039.1.p	AT3G01670.2	Aa31LG5G10810	CARHR075250.1	gene-TAV2_LOCUS10174
OG_14001	Carub.0003s1131.1.p		Aa31sc238G20	CARHR086530.1	
OG_14002	Carub.0003s1032.1.p	AT3G11030.1	Aa31LG3G4070	CARHR085610.1	gene-TAV2_LOCUS11832
OG_14003	Carub.0003s3116.1.p	AT2G17220.1	Aa31LG8G14590	CARHR293520.1	gene-TAV2_LOCUS10662
OG_14004	Carub.0003s0063.1.p	AT1G61200.1 AT1G20280.1 AT3G01470.1	Aa31LG5G10570	CARHR075490.1	gene-TAV2_LOCUS9149
OG_14005	Carub.0003s1589.1.p	AT3G16150.1	Aa31LG8G3280	CARHR091310.1	gene-TAV2_LOCUS9855
OG_14006	Carub.0003s1716.1.p	AT3G17440.1	Aa31LG8G4390	CARHR092760.1	gene-TAV2_LOCUS10878
OG_14007		AT3G17450.1	Aa31LG8G4400	CARHR092770.1	gene-TAV2_LOCUS10878
OG_14008	Carub.0003s2174.1.p	AT3G21690.1	Aa31LG8G8320	CARHR097630.1	gene-TAV2_LOCUS7331 gene-TAV2_LOCUS9530 gene-TAV2_LOCUS9531 gene-TAV2_LOCUS9532 gene-TAV2_LOCUS9820
OG_14009	Carub.0003s1212.1.p	AT3G12760.1	Aa31LG8G60	CARHR087290.1	gene-TAV2_LOCUS10316 gene-TAV2_LOCUS5183
OG_14010	Carub.0003s2077.1.p	AT3G20810.2	Aa31LG8G7630	CARHR096660.1 CARHR096670.1	gene-TAV2_LOCUS9804
OG_14011	Carub.0003s1184.1.p	AT3G12510.1		CARHR050190.1 CARHR050200.1 CARHR151140.1 CARHR087020.1 CARHR050180.1	gene-TAV2_LOCUS10768 gene-TAV2_LOCUS11680
OG_14012	Carub.0003s0404.1.p	AT3G04850.1	Aa31LG5G15240	CARHR079110.1 CARHR079120.1	gene-TAV2_LOCUS9032
OG_14013	Carub.0003s2433.1.p	AT3G24170.1	Aa31LG8G10650	CARHR100030.1	gene-TAV2_LOCUS9769
OG_14014	Carub.0003s3534.1.p	AT2G20770.1	Aa31LG8G17720	CARHR111440.1	gene-TAV2_LOCUS9096
OG_14015	Carub.0003s1332.1.p	AT3G13784.2		CARHR088550.1	gene-TAV2_LOCUS10522
OG_14016	Carub.0003s0128.1.p	AT3G02160.1	Aa31LG5G12690	CARHR076130.1	
OG_14017	Carub.0003s1370.1.p	AT3G14090.1	Aa31LG8G1320	CARHR088950.1	
OG_14018	Carub.0003s2257.1.p	AT3G22410.1	Aa31LG8G8940	CARHR098300.1	gene-TAV2_LOCUS10139
OG_14019	Carub.0003s1722.1.p	AT3G17510.1		CARHR092840.1	gene-TAV2_LOCUS8929
OG_14020	Carub.0003s0878.1.p	AT3G09690.1	Aa31LG3G2110	CARHR084110.1	gene-TAV2_LOCUS10474
OG_14021	Carub.0003s0480.1.p	AT3G05510.1	Aa31LG5G15880	CARHR079900.1	gene-TAV2_LOCUS11428 gene-TAV2_LOCUS5947
OG_14022	Carub.0003s0656.1.p	AT3G07050.1	Aa31LG5G17610	CARHR081630.1	gene-TAV2_LOCUS9817
OG_14023	Carub.0003s1252.1.p	AT3G13175.1	Aa31LG8G380	CARHR087760.1	
OG_14024	Carub.0003s2998.1.p	AT2G16280.1	Aa31LG8G13670 Aa31LG4G13960 Aa31LG4G13970 Aa31LG4G14380	CARHR106510.1	gene-TAV2_LOCUS8895
OG_14025	Carub.0003s0868.1.p		Aa31LG1G22180	CARHR210700.1	gene-TAV2_LOCUS10553
OG_14026	Carub.0003s0800.1.p	AT3G08890.2	Aa31LG5G18860	CARHR083220.1	gene-TAV2_LOCUS8942
OG_14027	Carub.0003s1548.1.p	AT3G15730.1	Aa31LG8G2950	CARHR090840.1	gene-TAV2_LOCUS10159
OG_14028	Carub.0003s1544.1.p	AT3G15690.2	Aa31LG8G2890	CARHR090780.1	gene-TAV2_LOCUS11321
OG_14029	Carub.0003s1316.1.p	AT3G13670.1	Aa31sc2107G10 Aa31LG8G830	CARHR088370.1	gene-TAV2_LOCUS9380
OG_14030	Carub.0003s2513.1.p	AT3G24740.5	Aa31LG9G4600	CARHR101070.1	
OG_14031	Carub.0003s1650.1.p	AT3G16785.4	Aa31LG8G3860	CARHR092040.1	gene-TAV2_LOCUS11349
OG_14032	Carub.0003s3522.1.p	AT2G20710.1	Aa31LG8G17610	CARHR111350.1	gene-TAV2_LOCUS10233
OG_14033	Carub.0003s2972.1.p	AT2G15820.1	Aa31LG8G13380	CARHR106180.1	gene-TAV2_LOCUS9975
OG_14034	Carub.0003s2588.1.p	AT2G04100.1 AT2G04090.1	Aa31sc231G20	CARHR102020.1	
OG_14035	Carub.0003s1099.1.p	AT3G11670.1	Aa31LG3G5090	CARHR086220.1	gene-TAV2_LOCUS11362
OG_14036	Carub.0003s0883.1.p	AT3G09735.1	Aa31LG3G2170	CARHR084160.1	
OG_14037	Carub.0003s1238.1.p	AT3G13060.2	Aa31LG8G280	CARHR087620.1	gene-TAV2_LOCUS10293
OG_14038	Carub.0003s1792.1.p Carub.0003s1793.1.p	AT3G18180.1 AT3G18170.2	Aa31LG8G5020	CARHR093500.1 CARHR093510.1	gene-TAV2_LOCUS9636
OG_14039	Carub.0003s1628.1.p	AT3G16560.1	Aa31LG8G3690	CARHR091760.1	gene-TAV2_LOCUS9055
OG_14040		AT2G24410.1			gene-TAV2_LOCUS10487
OG_14041	Carub.0003s2052.1.p	AT3G20550.1	Aa31LG8G7350	CARHR096320.1	gene-TAV2_LOCUS22262 gene-TAV2_LOCUS22263
OG_14042	Carub.0003s0637.1.p	AT3G06840.1	Aa31LG5G17420	CARHR081450.1	gene-TAV2_LOCUS10711
OG_14043	Carub.0003s1429.1.p	AT3G14590.2	Aa31LG8G1800	CARHR089550.1	gene-TAV2_LOCUS10385
OG_14044	Carub.0003s2961.1.p	AT2G15770.1		CARHR106110.1	
OG_14045	Carub.0003s3104.1.p	AT2G17110.1	Aa31LG8G14510	CARHR293400.1	gene-TAV2_LOCUS9539
OG_14046	Carub.0003s2347.1.p	AT3G23240.1	Aa31LG8G9770	CARHR099190.1	
OG_14047	Carub.0003s3201.1.p	AT2G17860.1		CARHR108360.1	
OG_14048	Carub.0003s1973.1.p	AT3G19850.1	Aa31LG8G6620	CARHR095370.1	gene-TAV2_LOCUS9960
OG_14049	Carub.0003s2724.1.p	AT2G06200.2	Aa31sc133G90	CARHR103790.1	
OG_14050	Carub.0003s1076.1.p	AT3G11440.1	Aa31LG3G4760	CARHR085990.1	gene-TAV2_LOCUS9067
OG_14051	Carub.0003s2771.1.p	AT2G11810.1	Aa31sc74G90	CARHR104980.1	gene-TAV2_LOCUS10623
OG_14052	Carub.0003s2097.1.p Carub.0003s2098.1.p	AT3G21070.3 AT3G21080.1	Aa31LG8G7790	CARHR096910.1	gene-TAV2_LOCUS11488
OG_14053	Carub.0003s2849.1.p	AT3G63220.2	Aa31LG10G17050	CARHR291720.1	
OG_14054	Carub.0003s2425.1.p	AT3G24240.1	Aa31LG8G10530	CARHR099900.1	gene-TAV2_LOCUS11729
OG_14055	Carub.0003s0322.1.p	AT3G03970.6	Aa31LG5G14550	CARHR078110.1	gene-TAV2_LOCUS9877
OG_14056	Carub.0003s0995.1.p	AT3G10720.2	Aa31LG3G3590	CARHR085300.1	gene-TAV2_LOCUS9571
OG_14057	Carub.0003s0489.1.p	AT3G05580.1	Aa31LG5G16000	CARHR080010.1	gene-TAV2_LOCUS10280
OG_14058	Carub.0003s1488.1.p	AT3G15220.1	Aa31LG8G2420	CARHR090210.1	gene-TAV2_LOCUS11047
OG_14059	Carub.0003s1644.1.p	AT3G16710.1		CARHR091960.1	gene-TAV2_LOCUS10195
OG_14060	Carub.0003s2994.1.p	AT2G16250.1	Aa31LG8G13640	CARHR106470.1	gene-TAV2_LOCUS11670
OG_14061	Carub.0003s1191.1.p	AT3G12570.2		CARHR087070.1	
OG_14062	Carub.0003s0238.1.p Carub.0003s0239.1.p	AT3G03230.1 AT3G03240.1	Aa31LG5G13700 Aa31LG5G13710	CARHR077250.1 CARHR077260.1	gene-TAV2_LOCUS9944 gene-TAV2_LOCUS9947
OG_14063	Carub.0003s0789.1.p	AT3G08760.3	Aa31LG5G18770	CARHR083050.1	gene-TAV2_LOCUS8945
OG_14064	Carub.0003s0273.1.p	AT3G03580.1	Aa31LG5G14090	CARHR077590.1	
OG_14065	Carub.0003s1702.1.p	AT3G17310.1	Aa31LG8G4230	CARHR092610.1	gene-TAV2_LOCUS10875
OG_14066	Carub.0003s2373.1.p	AT3G23530.1 AT3G23510.1	Aa31LG8G9970 Aa31LG8G9980	CARHR099430.1	gene-TAV2_LOCUS10182
OG_14067	Carub.0003s2326.1.p	AT3G23090.3	Aa31LG8G9570	CARHR099000.1	gene-TAV2_LOCUS11216
OG_14068	Carub.0003s3380.1.p Carub.0003s2182.1.p	AT2G19510.1 AT1G36000.1 AT2G19820.1		CARHR104760.1	gene-TAV2_LOCUS8951
OG_14069	Carub.0003s1376.1.p	AT3G14170.2	Aa31LG8G1400	CARHR089030.1	gene-TAV2_LOCUS8986
OG_14070	Carub.0003s0889.1.p Carub.0003s0849.1.p	AT3G09800.6 AT3G09380.1	Aa31LG3G2260 Aa31sc88G80	CARHR084250.1 CARHR046880.1 CARHR083770.1	gene-TAV2_LOCUS11141 gene-TAV2_LOCUS11134
OG_14071	Carub.0003s0664.1.p	AT3G07120.1	Aa31LG5G17680	CARHR081720.1	
OG_14072	Carub.0003s1174.1.p	AT3G12380.2	Aa31sc922G10	CARHR086900.1	gene-TAV2_LOCUS8809
OG_14073	Carub.0003s1391.1.p	AT3G14220.1		CARHR089120.1	gene-TAV2_LOCUS10016
OG_14074	Carub.0003s1226.1.p	AT3G12900.1	Aa31LG8G130	CARHR087420.1	gene-TAV2_LOCUS10313
OG_14075	Carub.0003s1108.1.p	AT3G11740.1	Aa31LG1G23390	CARHR086290.1	gene-TAV2_LOCUS9423
OG_14076	Carub.0003s2169.1.p	AT3G21640.1	Aa31LG10G7130	CARHR161760.1	gene-TAV2_LOCUS16408
OG_14077	Carub.0003s2444.1.p	AT3G24090.1	Aa31LG8G10790	CARHR100130.1	gene-TAV2_LOCUS10871 gene-TAV2_LOCUS26341 gene-TAV2_LOCUS26343
OG_14078	Carub.0006s0507.1.p Carub.0003s1087.1.p	AT3G11550.1 AT5G06200.1	Aa31LG11G7160	CARHR086100.1 CARHR206900.1	gene-TAV2_LOCUS10204
OG_14079	Carub.0003s2685.1.p Carub.0003s2683.1.p Carub.0003s2679.1.p Carub.0003s2682.1.p Carub.0003s2677.1.p Carub.0003s2684.1.p Carub.0003s2686.1.p	AT2G05510.1 AT2G05530.1 AT2G05520.1 AT2G05380.3 AT2G05440.2	Aa31LG1G19090	CARHR103130.1 CARHR103190.1 CARHR103210.1 CARHR103220.1	gene-TAV2_LOCUS21727 gene-TAV2_LOCUS8073
OG_14080	Carub.0003s1552.1.p	AT3G15780.1	Aa31LG8G2980	CARHR090870.1	gene-TAV2_LOCUS10161
OG_14081	Carub.0003s1939.1.p	AT3G19553.1	Aa31LG8G6300	CARHR094980.1	gene-TAV2_LOCUS9192
OG_14082	Carub.0003s1232.1.p	AT3G12977.1	Aa31LG8G220	CARHR087510.1	gene-TAV2_LOCUS11328
OG_14083	Carub.0003s2832.1.p	AT2G14060.1	Aa31LG2G4220 Aa31LG2G4230 Aa31LG2G4240 Aa31LG2G4250	CARHR035880.1	gene-TAV2_LOCUS17356
OG_14084	Carub.0003s0632.1.p	AT3G06778.1	Aa31LG5G17370	CARHR081400.1	gene-TAV2_LOCUS10114
OG_14085	Carub.0003s2120.1.p	AT3G21230.1	Aa31LG8G7930	CARHR097130.1	gene-TAV2_LOCUS8798 gene-TAV2_LOCUS8797 gene-TAV2_LOCUS8796 gene-TAV2_LOCUS10815
