group_id	Aar.fa	Ath.fa	Chi.fa	Cru.fa	Tar.fa
11	Aa31LG11G5250,Aa31LG11G9250,Aa31LG3G3060,Aa31LG3G3070,Aa31LG3G3080,Aa31LG3G3210,Aa31LG3G3250,Aa31LG3G3260,Aa31LG3G3270,Aa31LG3G3320	AT2G04115.1,AT2G06090.1,AT2G23142.1,AT2G23148.1,AT1G51230.1,AT1G51240.1,AT1G51250.1,AT3G26880.1,AT5G04347.2,AT5G38435.1,AT5G38440.1,AT5G04350.1,AT5G27238.1	CARHR041320.1,CARHR057800.1,CARHR084960.1,CARHR102030.1,CARHR102040.1,CARHR147970.1,CARHR208940.1,CARHR216060.1,CARHR216070.1,CARHR216110.1,CARHR220080.1,CARHR291870.1	Carub.0001s4014.1.p,Carub.0001s4015.1.p,Carub.0001s4013.1.p,Carub.0001s4073.1.p,Carub.0007s3746.1.p,Carub.0007s3224.1.p,Carub.0007s3223.1.p,Carub.0007s3747.1.p,Carub.0007s3750.1.p,Carub.0004s0236.1.p,Carub.0003s0968.1.p,Carub.0003s2723.1.p,Carub.0003s2589.1.p,Carub.0003s2793.1.p,Carub.0003s2721.1.p,Carub.0002s0376.1.p,Carub.0006s0330.1.p	gene-TAV2_LOCUS741,gene-TAV2_LOCUS7963,gene-TAV2_LOCUS21781,gene-TAV2_LOCUS24167,gene-TAV2_LOCUS23896
12	Aa31LG3G7390,Aa31LG3G8150,Aa31LG3G8170,Aa31LG4G15950	AT2G04920.1,AT3G22720.1,AT3G22700.1,AT3G22730.1,AT3G22350.1,AT3G25460.1,AT3G17540.1,AT3G17530.1,AT3G22710.1,AT3G17500.1,AT5G51000.1,AT5G47300.1	CARHR050100.1,CARHR084920.1,CARHR088150.1,CARHR088870.1,CARHR092000.1,CARHR092590.1,CARHR092830.1,CARHR092860.1,CARHR093690.1,CARHR094390.1,CARHR094810.1,CARHR094840.1,CARHR094850.1,CARHR094860.1,CARHR096160.1,CARHR096520.1,CARHR099690.1,CARHR099980.1,CARHR120060.1,CARHR120290.1,CARHR120300.1,CARHR134370.1,CARHR151680.1,CARHR162370.1,CARHR214390.1,CARHR248580.1,CARHR257260.1,CARHR266870.1	Carub.0004s0838.1.p,Carub.0004s0843.1.p,Carub.0003s2652.1.p,Carub.0003s1660.1.p,Carub.0003s2286.1.p,Carub.0003s2655.1.p,Carub.0003s1940.1.p,Carub.0003s2657.1.p,Carub.0003s2730.1.p,Carub.0003s2707.1.p,Carub.0003s2653.1.p,Carub.0002s0776.1.p	gene-TAV2_LOCUS3914
13	Aa31LG7G11790,Aa31sc91G100	AT1G52950.1,AT1G36510.1,AT3G32260.1	CARHR103550.1,CARHR146600.1,CARHR151660.1,CARHR152520.1,CARHR154280.1,CARHR217870.1,CARHR258320.1	Carub.0005s0870.1.p,Carub.0001s3651.1.p,Carub.0001s3517.1.p,Carub.0001s3687.1.p,Carub.0001s3741.1.p,Carub.0001s3398.1.p,Carub.0045s0002.1.p,Carub.0007s3522.1.p,Carub.0007s3602.1.p,Carub.0007s3247.1.p,Carub.0007s3608.1.p,Carub.0004s0702.1.p,Carub.0003s3392.1.p,Carub.0076s0001.1.p,Carub.0006s2622.1.p,Carub.0012s0011.1.p,Carub.0011s0007.1.p,Carub.0013s0007.1.p,Carub.0008s0742.1.p,Carub.0008s0745.1.p,Carub.0008s0754.1.p,Carub.0016s0013.1.p,Carub.0016s0007.1.p,Carub.0025s0004.1.p,Carub.0149s0002.1.p	gene-TAV2_LOCUS477,gene-TAV2_LOCUS3960,gene-TAV2_LOCUS107,gene-TAV2_LOCUS7983,gene-TAV2_LOCUS6085,gene-TAV2_LOCUS5715,gene-TAV2_LOCUS5714,gene-TAV2_LOCUS6998,gene-TAV2_LOCUS11301,gene-TAV2_LOCUS10774,gene-TAV2_LOCUS11239,gene-TAV2_LOCUS14494,gene-TAV2_LOCUS13532,gene-TAV2_LOCUS15653,gene-TAV2_LOCUS15655,gene-TAV2_LOCUS19434,gene-TAV2_LOCUS25563,gene-TAV2_LOCUS24863
14	Aa31LG1G26410,Aa31LG10G14440,Aa31LG2G20340,Aa31LG3G13230,Aa31LG4G940,Aa31LG4G13340,Aa31LG4G16600,Aa31LG7G2070,Aa31LG8G11610,Aa31LG8G16050	AT2G07560.1,AT2G18960.1,AT2G24520.2,AT4G30190.2,AT1G17260.1,AT1G80660.1,AT3G60330.4,AT3G42640.1,AT3G47950.1,AT5G57350.1,AT5G62670.1	CARHR017850.1,CARHR073860.1,CARHR104060.1,CARHR109500.1,CARHR117520.1,CARHR153650.1,CARHR156670.1,CARHR170650.1,CARHR238090.1,CARHR271150.1,CARHR276470.1	Carub.0005s1407.1.p,Carub.0005s2708.1.p,Carub.0001s1701.1.p,Carub.0007s1042.1.p,Carub.0004s0388.1.p,Carub.0003s3319.1.p,Carub.0002s2690.1.p,Carub.0013s0011.1.p,Carub.0008s2342.1.p,Carub.0008s1787.1.p,Carub.0016s0001.1.p	gene-TAV2_LOCUS1806,gene-TAV2_LOCUS8449,gene-TAV2_LOCUS10053,gene-TAV2_LOCUS13867,gene-TAV2_LOCUS17621,gene-TAV2_LOCUS15932,gene-TAV2_LOCUS16879,gene-TAV2_LOCUS26077
15	Aa31LG1G10500,Aa31LG4G11980,Aa31LG6G9520,Aa31sc101G10,Aa31sc172G60,Aa31sc507G20,Aa31sc510G20	AT3G29455.1,AT3G32960.1,AT5G35050.1	CARHR055460.1,CARHR055470.1,CARHR149850.1,CARHR151670.1,CARHR179050.1,CARHR263280.1	Carub.0027s0001.1.p,Carub.0002s0847.1.p,Carub.0006s2616.1.p,Carub.0006s2604.1.p,Carub.0006s2603.1.p,Carub.0016s0011.1.p	gene-TAV2_LOCUS46,gene-TAV2_LOCUS45,gene-TAV2_LOCUS4074,gene-TAV2_LOCUS4071,gene-TAV2_LOCUS6919,gene-TAV2_LOCUS10801,gene-TAV2_LOCUS10800,gene-TAV2_LOCUS10808,gene-TAV2_LOCUS9345,gene-TAV2_LOCUS9338,gene-TAV2_LOCUS9339,gene-TAV2_LOCUS8971,gene-TAV2_LOCUS10135,gene-TAV2_LOCUS10417,gene-TAV2_LOCUS9023,gene-TAV2_LOCUS9022,gene-TAV2_LOCUS17968,gene-TAV2_LOCUS16073,gene-TAV2_LOCUS16076,gene-TAV2_LOCUS18936,gene-TAV2_LOCUS18935,gene-TAV2_LOCUS18746,gene-TAV2_LOCUS18740,gene-TAV2_LOCUS18741,gene-TAV2_LOCUS24535,gene-TAV2_LOCUS24536,gene-TAV2_LOCUS24537
16	Aa31LG11G13010,Aa31LG3G640,Aa31LG3G650,Aa31LG3G660,Aa31LG3G670,Aa31LG3G850,Aa31LG3G860,Aa31LG3G1170,Aa31LG3G1190,Aa31LG3G1200,Aa31LG3G1210,Aa31LG3G1220,Aa31LG3G1300,Aa31LG3G1320,Aa31LG3G1330,Aa31LG3G1340,Aa31LG3G4320,Aa31LG3G4330,Aa31LG3G4340,Aa31LG3G4610,Aa31LG3G6630,Aa31LG3G6670,Aa31LG3G10290,Aa31LG3G14510,Aa31LG7G15140,Aa31LG7G15500,Aa31sc123G10	AT2G45940.2,AT1G68960.1,AT5G46130.1,AT5G55440.1,AT5G46140.1	CARHR141550.1,CARHR175710.1,CARHR175720.1,CARHR214820.1,CARHR233400.1,CARHR233410.1,CARHR233420.1,CARHR271340.1,CARHR280620.1	Carub.0007s1503.1.p,Carub.0003s0897.1.p,Carub.0002s1559.1.p,Carub.0008s1807.1.p,Carub.0008s1577.1.p	gene-TAV2_LOCUS6470,gene-TAV2_LOCUS17278,gene-TAV2_LOCUS22317
17	*	AT2G15110.1,AT2G15420.1,AT2G11010.1,AT4G06688.1,AT4G03830.1,AT4G08097.1,AT1G51172.1,AT1G36100.1,AT1G46696.1,AT3G30230.1,AT3G43148.1,AT3G32190.1,AT3G32150.1,AT5G32590.1	CARHR034160.1,CARHR035710.1,CARHR053560.1,CARHR104300.1,CARHR105800.1,CARHR115630.1,CARHR118560.1,CARHR120900.1,CARHR151980.1,CARHR174650.1,CARHR181090.1,CARHR184520.1	Carub.0005s0956.1.p,Carub.0001s3424.1.p,Carub.0007s3731.1.p,Carub.0007s3611.1.p,Carub.0007s3212.1.p,Carub.0004s0672.1.p,Carub.0004s1788.1.p,Carub.0004s0637.1.p,Carub.0003s2742.1.p,Carub.0003s2830.1.p,Carub.0002s0975.1.p,Carub.0002s0942.1.p,Carub.0002s0970.1.p,Carub.0002s0916.1.p,Carub.0002s1048.1.p,Carub.0006s2663.1.p,Carub.0006s2644.1.p,Carub.0008s0728.1.p,Carub.0008s0741.1.p,Carub.0008s0719.1.p	gene-TAV2_LOCUS9179,gene-TAV2_LOCUS12818,gene-TAV2_LOCUS23143
18	Aa31LG1G8280,Aa31LG1G8310,Aa31LG1G8320,Aa31LG1G8390,Aa31LG1G8400,Aa31LG1G8430,Aa31LG5G5490,Aa31LG5G5500,Aa31sc1610G20	AT2G27410.1,AT2G24670.1,AT2G18810.1,AT2G31720.1,AT1G05920.1,AT1G05930.1,AT1G32030.1,AT3G49610.1,AT3G24850.1,AT5G38490.1,AT5G24050.1,AT5G38500.1	CARHR005050.1,CARHR005450.1,CARHR101530.1,CARHR101880.1,CARHR125380.1,CARHR125400.1	Carub.0001s0495.1.p,Carub.0001s0530.1.p,Carub.0001s0529.1.p,Carub.0322s0001.1.p,Carub.0007s1353.1.p,Carub.0007s3741.1.p,Carub.0004s0407.1.p,Carub.0004s1350.1.p,Carub.0004s1302.1.p,Carub.0004s1432.1.p,Carub.0004s1399.1.p,Carub.0003s2555.1.p	gene-TAV2_LOCUS607,gene-TAV2_LOCUS2373,gene-TAV2_LOCUS1779,gene-TAV2_LOCUS9541,gene-TAV2_LOCUS12995,gene-TAV2_LOCUS12653,gene-TAV2_LOCUS14076,gene-TAV2_LOCUS12327
19	Aa31LG2G16700,Aa31LG3G6330,Aa31LG4G11620,Aa31LG9G11080,Aa31LG9G11090,Aa31sc108G50,Aa31sc1092G10,Aa31sc13G20,Aa31sc222G30,Aa31sc309G20,Aa31sc400G50,Aa31sc400G60,Aa31sc529G10,Aa31sc567G10,Aa31sc639G50,Aa31sc69G20,Aa31sc78G90,Aa31sc803G10,Aa31sc911G20	AT4G03728.1,AT4G03740.1,AT5G34830.1	CARHR184120.1	Carub.0005s0896.1.p,Carub.0003s2678.1.p,Carub.0002s0989.1.p,Carub.0006s2726.1.p,Carub.0008s0735.1.p	gene-TAV2_LOCUS1832,gene-TAV2_LOCUS3979,gene-TAV2_LOCUS7732,gene-TAV2_LOCUS5437,gene-TAV2_LOCUS6329,gene-TAV2_LOCUS8920,gene-TAV2_LOCUS12665,gene-TAV2_LOCUS12943,gene-TAV2_LOCUS15342,gene-TAV2_LOCUS18062,gene-TAV2_LOCUS17739,gene-TAV2_LOCUS16147,gene-TAV2_LOCUS15720,gene-TAV2_LOCUS17153,gene-TAV2_LOCUS20316,gene-TAV2_LOCUS19298,gene-TAV2_LOCUS21001,gene-TAV2_LOCUS19192,gene-TAV2_LOCUS19252
20	Aa31LG1G4700,Aa31LG1G4710,Aa31LG2G5050,Aa31LG6G15730,Aa31LG6G15740,Aa31LG6G15750,Aa31LG6G15770,Aa31LG6G15780,Aa31LG6G15800,Aa31LG6G15820	AT2G23180.1,AT4G39510.1,AT4G39490.1,AT4G32170.1,AT4G39480.1,AT1G65340.1,AT1G57750.1,AT1G47620.1,AT5G52320.1	CARHR114340.1,CARHR149040.1,CARHR181100.1,CARHR247220.1,CARHR247230.1,CARHR247240.1,CARHR247250.1,CARHR264830.1,CARHR292650.1	Carub.0001s3641.1.p,Carub.0007s0139.1.p,Carub.0007s0839.1.p,Carub.0007s0137.1.p,Carub.0007s0138.1.p,Carub.0004s0240.1.p,Carub.0002s0684.1.p,Carub.0002s0683.1.p,Carub.0002s0681.1.p,Carub.0008s1194.1.p,Carub.0008s1196.1.p,Carub.0008s1243.1.p	gene-TAV2_LOCUS476,gene-TAV2_LOCUS12284,gene-TAV2_LOCUS14329,gene-TAV2_LOCUS23079,gene-TAV2_LOCUS23078,gene-TAV2_LOCUS23077
21	Aa31LG2G9310	AT1G61460.1,AT1G61430.1,AT1G61420.2,AT1G61400.2,AT1G61480.1,AT1G61550.1,AT1G61390.1,AT1G61370.1,AT1G61490.4,AT1G61380.1,AT1G61500.3,AT1G61360.1,AT1G61440.2,AT1G11280.1	CARHR011520.1,CARHR050860.1,CARHR050950.1,CARHR050960.1,CARHR050970.1,CARHR050980.1,CARHR050990.1,CARHR051060.1,CARHR051090.1,CARHR051100.1,CARHR051110.1,CARHR051120.1,CARHR051140.1,CARHR051160.1,CARHR051210.1,CARHR051230.1,CARHR051240.1,CARHR055150.1	Carub.0002s0372.1.p,Carub.0002s0373.1.p,Carub.0002s0380.1.p,Carub.0002s0378.1.p,Carub.0002s0374.1.p,Carub.0002s0375.1.p,Carub.0002s0379.1.p,Carub.0002s0367.1.p	gene-TAV2_LOCUS1755,gene-TAV2_LOCUS8078,gene-TAV2_LOCUS8079,gene-TAV2_LOCUS6072,gene-TAV2_LOCUS6074
22	Aa31LG1G9670,Aa31LG1G19800,Aa31LG1G19820,Aa31LG1G20060,Aa31LG10G9200,Aa31LG2G13550,Aa31LG2G13590,Aa31LG2G16060,Aa31LG2G16070,Aa31LG3G8360,Aa31sc13G70,Aa31sc13G120,Aa31sc13G130,Aa31sc36G20,Aa31sc823G30	AT4G12140.1,AT4G12220.1,AT4G05350.1,AT4G12150.1,AT4G12210.1,AT3G15740.1	CARHR054900.1,CARHR121410.1,CARHR242320.1,CARHR254030.1,CARHR256630.1	Carub.0001s0971.1.p,Carub.0003s1549.1.p,Carub.0003s1116.1.p,Carub.0006s3133.1.p,Carub.0006s3134.1.p	gene-TAV2_LOCUS2304,gene-TAV2_LOCUS18859,gene-TAV2_LOCUS20856,gene-TAV2_LOCUS20859,gene-TAV2_LOCUS20858,gene-TAV2_LOCUS20861,gene-TAV2_LOCUS20860,gene-TAV2_LOCUS18853,gene-TAV2_LOCUS18852,gene-TAV2_LOCUS19139
23	Aa31LG1G1710,Aa31LG1G1720,Aa31LG1G27040,Aa31LG2G6180,Aa31LG2G6200	AT2G45550.1,AT2G45570.1,AT2G45560.1,AT1G13080.1,AT3G26270.1,AT3G26300.1,AT3G26280.2,AT3G26310.1	CARHR013400.1,CARHR013410.1,CARHR013420.1,CARHR013430.1,CARHR013440.1,CARHR140730.1,CARHR140740.1,CARHR140760.1,CARHR140780.1,CARHR140790.1,CARHR147230.1,CARHR147270.1,CARHR147280.1,CARHR147300.1,CARHR163190.1,CARHR186310.1,CARHR239390.1	Carub.0005s0357.1.p,Carub.0005s0420.1.p,Carub.0001s1282.1.p,Carub.0001s1283.1.p,Carub.0004s2817.1.p,Carub.0004s2821.1.p,Carub.0004s2819.1.p	gene-TAV2_LOCUS980,gene-TAV2_LOCUS6061,gene-TAV2_LOCUS24205
24	Aa31LG1G2550,Aa31LG1G6650,Aa31LG10G8410,Aa31LG10G8710,Aa31LG11G6920,Aa31LG2G17790,Aa31LG3G2940,Aa31LG6G11230,Aa31LG6G15220,Aa31LG7G11240,Aa31LG7G11270,Aa31LG7G12380,Aa31LG8G11510,Aa31sc108G80,Aa31sc13G90,Aa31sc1352G10,Aa31sc1506G10,Aa31sc153G50,Aa31sc1552G10,Aa31sc171G40,Aa31sc248G30,Aa31sc25G130,Aa31sc254G10,Aa31sc27G30,Aa31sc324G30,Aa31sc369G10,Aa31sc380G90,Aa31sc480G10,Aa31sc52G80,Aa31sc60G60,Aa31sc77G50,Aa31sc91G90	*	CARHR247990.1	Carub.0005s0877.1.p,Carub.0002s0756.1.p,Carub.0016s0002.1.p	gene-TAV2_LOCUS1016,gene-TAV2_LOCUS20249,gene-TAV2_LOCUS23307
25	Aa31LG11G7810,Aa31LG11G10080,Aa31LG11G10090,Aa31LG11G13910,Aa31LG11G13920,Aa31LG11G13930,Aa31LG11G14020,Aa31LG3G8000,Aa31LG4G9200,Aa31LG4G12360,Aa31LG4G12400,Aa31LG4G12410,Aa31LG4G12430,Aa31LG4G12440,Aa31LG4G12460,Aa31LG4G12470,Aa31LG6G7120,Aa31LG9G6310,Aa31sc194G10,Aa31sc2656G10	AT4G11590.1,AT1G47810.1,AT1G47800.1,AT1G31000.1,AT1G26510.1,AT1G26515.1,AT5G15660.1	CARHR058080.1,CARHR197660.1	Carub.0001s3673.1.p,Carub.0006s1309.1.p,Carub.0006s3067.1.p,Carub.0006s1382.1.p	gene-TAV2_LOCUS1480,gene-TAV2_LOCUS21755,gene-TAV2_LOCUS21751,gene-TAV2_LOCUS19738,gene-TAV2_LOCUS19737,gene-TAV2_LOCUS19736
26	Aa31LG2G5070,Aa31LG3G2980,Aa31LG4G17570,Aa31LG4G17580,Aa31LG4G17680,Aa31LG4G17690,Aa31LG4G17700,Aa31LG4G17710,Aa31LG4G17720,Aa31LG9G15540	AT2G13900.1,AT2G40050.1,AT4G10370.1,AT1G53340.2,AT1G44050.1,AT1G61840.1,AT3G26550.1,AT5G02340.1,AT5G55770.1,AT5G26190.1,AT5G55800.1,AT5G55780.1,AT5G02360.1,AT5G02350.1,AT5G43040.1,AT5G02330.1,AT5G43030.1	CARHR050630.1,CARHR113370.1,CARHR148980.1,CARHR211050.1,CARHR269100.1	Carub.0005s0454.1.p	gene-TAV2_LOCUS7325,gene-TAV2_LOCUS21939,gene-TAV2_LOCUS24822,gene-TAV2_LOCUS24189,gene-TAV2_LOCUS25911,gene-TAV2_LOCUS24990
27	Aa31LG3G3950,Aa31LG5G22000	AT1G05080.1,AT1G22000.1,AT3G49480.2	CARHR024990.1,CARHR141500.1,CARHR158440.1,CARHR175950.1,CARHR178840.1	Carub.0001s2408.1.p,Carub.0001s2407.1.p,Carub.0001s0436.1.p,Carub.0320s0001.1.p,Carub.0007s0781.1.p,Carub.0007s3566.1.p,Carub.0007s2619.1.p,Carub.0007s3567.1.p,Carub.0004s2887.1.p,Carub.0003s0998.1.p,Carub.0002s0899.1.p,Carub.0006s2253.1.p,Carub.0006s0548.1.p,Carub.0008s0420.1.p,Carub.0008s1685.1.p,Carub.0008s0416.1.p	gene-TAV2_LOCUS2108,gene-TAV2_LOCUS2485,gene-TAV2_LOCUS6789,gene-TAV2_LOCUS11419,gene-TAV2_LOCUS12860,gene-TAV2_LOCUS13152,gene-TAV2_LOCUS17111,gene-TAV2_LOCUS18070,gene-TAV2_LOCUS16433,gene-TAV2_LOCUS24329,gene-TAV2_LOCUS24540
28	Aa31LG1G2290,Aa31LG1G2310,Aa31LG1G2330,Aa31LG1G2360,Aa31LG1G2920,Aa31LG1G3570,Aa31LG1G3670,Aa31LG1G3680,Aa31LG1G3690,Aa31LG1G3700,Aa31LG1G3710,Aa31LG1G3730,Aa31LG2G12240	AT1G63360.1,AT1G62630.1,AT1G12290.1,AT1G63350.2	CARHR012600.1,CARHR048830.1,CARHR048950.1,CARHR049340.1,CARHR049380.1,CARHR049690.1,CARHR049700.1,CARHR049710.1,CARHR156260.1	Carub.0001s1197.1.p,Carub.0002s0239.1.p,Carub.0002s0234.1.p,Carub.0002s0236.1.p,Carub.0006s2588.1.p	gene-TAV2_LOCUS546,gene-TAV2_LOCUS7068,gene-TAV2_LOCUS8147,gene-TAV2_LOCUS8149,gene-TAV2_LOCUS8151
29	Aa31LG1G3930,Aa31LG1G15440,Aa31LG1G18230,Aa31LG2G9650,Aa31LG2G16360,Aa31LG3G17930,Aa31LG4G8290	AT4G33950.1,AT1G60940.1,AT1G10940.2,AT1G78290.2,AT3G50500.2,AT5G66880.1,AT5G63650.1,AT5G08590.1	CARHR011160.1,CARHR051960.1,CARHR071760.1,CARHR160000.1,CARHR242080.1,CARHR277530.1,CARHR280790.1	Carub.0005s1681.1.p,Carub.0001s1052.1.p,Carub.0007s0646.1.p,Carub.0002s2519.1.p,Carub.0002s0432.1.p,Carub.0006s0756.1.p,Carub.0008s2441.1.p,Carub.0008s2761.1.p	gene-TAV2_LOCUS5648,gene-TAV2_LOCUS15860,gene-TAV2_LOCUS16948,gene-TAV2_LOCUS19498,gene-TAV2_LOCUS22956
30	Aa31LG1G10070,Aa31LG1G28480,Aa31LG10G16230,Aa31LG11G14790,Aa31LG2G9970,Aa31LG5G10680,Aa31LG7G7490	AT2G47170.2,AT2G15310.1,AT1G23490.1,AT1G02440.1,AT1G10630.2,AT1G70490.4,AT1G02430.1,AT3G62290.1,AT5G14670.1	CARHR001760.1,CARHR010800.1,CARHR023910.1,CARHR052550.1,CARHR063650.1,CARHR105690.1,CARHR142560.1,CARHR172630.1,CARHR198650.1	Carub.0005s2901.1.p,Carub.0001s1010.1.p,Carub.0001s0151.1.p,Carub.0004s2991.1.p,Carub.0004s2990.1.p,Carub.0003s2920.1.p,Carub.0002s1717.1.p,Carub.0006s1284.1.p	gene-TAV2_LOCUS1645,gene-TAV2_LOCUS8849
31	Aa31LG6G5200,Aa31LG6G5240,Aa31LG6G5310,Aa31LG6G6560,Aa31LG9G10760,Aa31LG9G10770	AT4G23190.1,AT4G23250.2,AT4G23260.1,AT4G23300.1,AT4G23130.2,AT4G11530.1	CARHR055330.1,CARHR230200.1,CARHR230230.1,CARHR230280.1,CARHR230300.1,CARHR230310.1,CARHR230330.1,CARHR230340.1,CARHR230350.1,CARHR230400.1,CARHR230500.1,CARHR230640.1,CARHR254870.1,CARHR254880.1,CARHR255040.1	Carub.0007s1812.1.p,Carub.0007s1790.1.p,Carub.0007s1791.1.p,Carub.0007s1798.1.p,Carub.0007s1804.1.p,Carub.0007s1813.1.p,Carub.0007s1792.1.p,Carub.0006s3054.1.p	*
32	Aa31LG8G6870,Aa31LG8G6930,Aa31LG8G6980	AT2G14100.1,AT4G15380.1,AT3G20950.1,AT3G20110.1,AT3G20120.4,AT3G20130.1,AT3G20100.1,AT3G20940.1,AT3G20080.2,AT3G20960.2,AT3G20090.2,AT3G20140.1,AT5G47990.1	CARHR095610.1,CARHR095650.1,CARHR095660.1,CARHR095670.1,CARHR095680.1,CARHR095690.1,CARHR096820.1,CARHR096830.1,CARHR097220.1	Carub.0003s2004.1.p,Carub.0003s2005.1.p,Carub.0003s2000.1.p,Carub.0003s2001.1.p,Carub.0003s2003.1.p,Carub.0006s3567.1.p	gene-TAV2_LOCUS9108,gene-TAV2_LOCUS9110,gene-TAV2_LOCUS10860,gene-TAV2_LOCUS23727
33	Aa31LG1G12100,Aa31LG10G9370,Aa31LG4G15390,Aa31LG4G15400,Aa31LG5G7450,Aa31LG5G7460,Aa31LG5G7590,Aa31sc23G260	AT2G28740.1,AT1G07820.1,AT1G07660.1,AT3G46320.1,AT3G53730.1,AT3G45930.1,AT5G59690.1,AT5G59970.1	CARHR007630.1,CARHR121870.1,CARHR132050.1,CARHR154290.1,CARHR154770.1,CARHR163630.1	Carub.0005s1176.1.p,Carub.0005s2031.1.p,Carub.0005s1217.1.p,Carub.0001s0700.1.p,Carub.0001s0717.1.p,Carub.0004s0975.1.p,Carub.0008s2033.1.p	gene-TAV2_LOCUS996,gene-TAV2_LOCUS4,gene-TAV2_LOCUS14653,gene-TAV2_LOCUS20701,gene-TAV2_LOCUS22033
34	Aa31LG7G4230	AT2G26020.1,AT2G26010.1,AT1G75830.1,AT1G19610.1,AT5G44430.1,AT5G44420.1	CARHR069250.1,CARHR069260.1,CARHR069270.1,CARHR069280.1,CARHR069290.1,CARHR069310.1,CARHR069320.1,CARHR069370.1,CARHR069380.1,CARHR216400.1,CARHR216420.1,CARHR247530.1,CARHR284300.1	Carub.0001s1915.1.p,Carub.0007s0110.1.p,Carub.0007s3201.1.p,Carub.0002s2271.1.p,Carub.0002s2269.1.p,Carub.0002s2268.1.p,Carub.0002s2274.1.p,Carub.0002s2273.1.p,Carub.0002s2270.1.p,Carub.0002s2272.1.p	gene-TAV2_LOCUS968,gene-TAV2_LOCUS18068,gene-TAV2_LOCUS23780,gene-TAV2_LOCUS23781
35	Aa31sc88G60	AT4G09545.1,AT3G42565.1,AT5G36738.1,AT5G36661.1,AT5G36460.1,AT5G36310.1,AT5G36410.1,AT5G36520.1,AT5G36400.1,AT5G42895.1,AT5G36380.1,AT5G36420.1,AT5G36360.1,AT5G36450.1,AT5G36480.1,AT5G36430.1,AT5G36330.1,AT5G36390.1,AT5G36550.1,AT5G36540.1,AT5G36370.1,AT5G36440.1,AT5G36470.1,AT5G36350.1,AT5G36658.1,AT5G36500.1,AT5G36340.1,AT5G36490.1	CARHR016560.1,CARHR042770.1,CARHR181490.1,CARHR187420.1,CARHR283690.1	*	*
36	*	AT4G20560.1,AT4G20610.1,AT4G20550.1,AT4G20590.1,AT4G20530.1,AT4G20620.1,AT4G20680.1,AT4G20570.1,AT4G20670.1,AT4G20600.1,AT4G20630.1,AT4G20645.1,AT4G20640.1,AT4G20580.1,AT4G20540.1,AT3G21990.1,AT3G22000.1,AT3G29050.2,AT3G21910.1,AT3G21920.2,AT3G21930.1,AT3G21900.2,AT3G22010.1	CARHR097870.1	Carub.0003s2203.1.p,Carub.0003s2211.1.p,Carub.0003s2200.1.p,Carub.0003s2198.1.p,Carub.0003s2199.1.p,Carub.0003s2201.1.p,Carub.0003s2212.1.p,Carub.0003s2213.1.p,Carub.0003s2202.1.p	gene-TAV2_LOCUS11692
37	Aa31LG6G6120,Aa31LG6G6140,Aa31LG6G6470,Aa31LG6G11640	AT1G29500.1,AT1G29450.1,AT1G29440.1,AT1G29510.1,AT1G29430.1,AT1G29420.2,AT1G29460.2,AT5G27780.1	CARHR028760.1,CARHR028770.1,CARHR028800.1,CARHR028810.1,CARHR028820.1,CARHR028850.1,CARHR028880.1,CARHR028900.1	Carub.0001s2766.1.p,Carub.0001s2767.1.p,Carub.0001s2774.1.p,Carub.0001s2768.1.p,Carub.0001s2763.1.p,Carub.0001s2773.1.p,Carub.0001s2771.1.p,Carub.0001s2765.1.p,Carub.0001s2772.1.p	gene-TAV2_LOCUS923,gene-TAV2_LOCUS2487,gene-TAV2_LOCUS2488,gene-TAV2_LOCUS2493
38	*	AT1G61470.1,AT1G27820.1,AT1G27890.1	CARHR027320.1,CARHR119500.1,CARHR152810.1,CARHR228880.1,CARHR254290.1	Carub.0001s2634.1.p	gene-TAV2_LOCUS3928,gene-TAV2_LOCUS2051,gene-TAV2_LOCUS2053,gene-TAV2_LOCUS3186,gene-TAV2_LOCUS3184,gene-TAV2_LOCUS3178,gene-TAV2_LOCUS1079,gene-TAV2_LOCUS5709,gene-TAV2_LOCUS7464,gene-TAV2_LOCUS7327,gene-TAV2_LOCUS10608,gene-TAV2_LOCUS11297,gene-TAV2_LOCUS11417,gene-TAV2_LOCUS9075,gene-TAV2_LOCUS13374,gene-TAV2_LOCUS13184,gene-TAV2_LOCUS12430,gene-TAV2_LOCUS17912,gene-TAV2_LOCUS19770,gene-TAV2_LOCUS18454,gene-TAV2_LOCUS23426,gene-TAV2_LOCUS23847,gene-TAV2_LOCUS26002,gene-TAV2_LOCUS25604
39	Aa31LG1G12050,Aa31LG1G12060,Aa31LG4G15750,Aa31LG4G15770,Aa31LG8G10680,Aa31sc1332G10,Aa31sc23G30	AT2G19650.1,AT2G04680.1,AT2G19660.2,AT4G01350.1,AT3G48400.1,AT5G37620.1,AT5G59940.1,AT5G59930.1,AT5G59920.1	CARHR110090.1,CARHR110100.1,CARHR110710.1,CARHR273530.1,CARHR273540.1,CARHR273550.1	Carub.0005s1456.1.p,Carub.0007s3277.1.p,Carub.0007s3278.1.p,Carub.0003s3395.1.p,Carub.0002s1199.1.p,Carub.0002s1198.1.p,Carub.0008s2051.1.p	gene-TAV2_LOCUS9780,gene-TAV2_LOCUS17869,gene-TAV2_LOCUS19782
